"CODGEO";"ID_1";"ID_2";"ID_3";"ID_4";"ID_5";"ID_6";"ID_7";"ID_8";"ID_9"
"01001";49,5626822157434;2,021;0;18,8405797101449;7;74,0820734341253;7,056334019832;84,6153846153846;22228
"01002";48,245614023989;2,683;2,4;26,6666666666667;18;78,4722222222222;9,25203416856352;88,0382775119617;22883,3
"01004";26,9637347838403;4,325;43;18,8261774292074;3;62,9785849921712;8,49517752784177;77,1488469601677;19735,2
"01005";39,0180878552971;4,442;66,7;16,6666666666667;13;74,373795761079;4,97737556561086;81,6552901023891;23182,7
"01006";29,999999879697;0,936;100;30;15;69,4444444444444;11,8196959114597;79,7979797979798;NA
"01007";28,8425395785792;4,672;77,4;15,1669614307072;9;71,8097469934086;6,55200260685996;85,7446808510638;21986,5
"01008";24,3870876498022;3,995;0;18,7110636339342;9;75,1739400891561;5,64958828911253;84,3373493975904;24389,1
"01009";19,4458800647131;4,009;0;10,710279535678;9;72,2242336063856;6,23520617925592;83,8582677165354;23070,7
"01010";44,7638604436093;2,01;93,3;14,6067415730337;8;72,3625557206538;9,19803988053856;81,5718157181572;22527,3
"01011";11,0429447991184;1,587;0;14,8148148148148;12;72,7678571428572;8,67349138216443;84,3636363636364;22300,7
"01012";32,5757575893989;0,893;0;30;14;74,1394758390328;9,76616422400183;80,9352517985612;22014
"01013";31,25;0,531;0;30,7692307692308;24;71,5909090909091;13,4493212253068;83,4586466165414;19886
"01014";8,0246915312523;2,028;98,6;22,8070175438596;10;62,6159102000976;7,30784443423829;76,1248852157943;20272,6
"01015";27,0427312627858;2,911;0,228927680798005;11,082500922124;8;69,5277786919028;10,4555353387228;85,2336448598131;22070,7
"01016";33,8624338624339;2,845;96,7;18,4210526315789;16;72,8682170542636;6,66666666666667;79,4952681388013;21124,3
"01017";48,4276730361078;1,592;0;20,8333333333333;21;62,753036437247;17,9794461510457;81,3664596273292;18925,6
"01019";33,3333333333333;0;0;0;22;40;13,7931034482759;77,7777777777778;NA
"01021";30,111779708202;2,096;82,9;11,4683183428646;14;70,1167079465711;3,29715075597797;86,5608465608466;22934,8
"01022";17,7225633863393;3,807;71,5;19,1019059188593;10;62,1597854500521;15,8270942898622;79,2946530147895;19515
"01023";15,0566244303248;1,563;94,2;0;19;81,829193564587;18,5621274713344;83,9285714285714;NA
"01024";9,26071067846991;3,801;73,3;12,5730994152047;15;75,2381348966587;4,97867256940773;81,0544363480497;21533,3
"01025";18,4614987273745;5,194;25,6813649851632;13,9610134971509;17;74,284872586024;4,26408075623597;83,0072090628218;21470,6
"01026";19,7610365964902;3,76;93,7;19,7414511895039;15;73,3322450784941;8,57178409648327;81,7359855334539;20976,7
"01027";16,9992510869015;2,99;28,9;5,23742626969042;7;82,6015226441249;4,58860759493675;83,4567901234568;22961
"01028";43,2525951557093;2,199;0;14,5454545454545;7;73,1457800511509;4,11522633744856;82,8125;22755,7
"01029";38,4658859929058;2,909;42,6;23,0854820486507;26;61,5242999673437;8,76624771679983;82,0930232558139;19078
"01030";25,5647430350432;3,775;0;16,1303202231555;9;68,2942574872581;13,1629159730326;79,5366795366795;19966,4
"01031";8,26060649113759;2,953;34,7;16,2817242962881;5;61,5085621735888;7,6300835684786;71,042471042471;18799,3
"01032";28,0620256197306;1,344;52,6;14,9721650951222;12;71,0338009267911;3,98958508315136;81,198347107438;20451,9
"01033";44,5570406090844;2,934;48,9;25,8661789786155;3;63,456143436912;10,0069110987391;71,5039577836412;19490,4
"01034";19,9583825046439;3,786;34,5;22,2682705054596;2;62,0422734174355;12,3918220091086;77,3043323230522;18620,5
"01035";28,75;3,436;0,8;12;23;72,6027397260274;8,92857142857143;81,25;22737,6
"01036";19,4444444225377;3,279;86,3;16,6666666666667;15;69,6378830083565;5,96774991654418;81,0869565217391;21041,3
"01037";33,7129661227791;0,834;0;18,4485958281676;28;68,9078665675098;11,1922657719813;80,5309734513274;19873
"01038";11,7142856523426;2,419;0,9;11,8421052631579;19;74,3040685224839;3,47547234773764;85,8131487889273;21891,6
"01039";29,4733015214759;4,613;93,1;24,1110841664558;3;66,8688380451215;7,99293647474409;81,2324929971989;20162
"01040";44,8412698412698;2,753;0;17,7777777777778;29;82,0261437908497;8,41121495327103;79,3103448275862;21560
"01041";32,8149648952314;4,532;0;17,4796579055097;4;68,2395646662785;9,67992010224671;84,2372881355932;22630
"01042";19,8529411843474;2,043;98;4,00000000000001;20;75,9776536312849;5,72750794387647;85,3982300884956;23302
"01043";39,4788481777242;2,948;0;10,9538160485031;9;68,7781833378266;4,66270744478439;80,7164847467114;25880,4
"01044";39,4520189261813;1,61;73,6;10,6955695833346;11;70,3064222060257;5,20988124722171;76,4127764127764;25215,3
"01045";59,5744680113977;3,525;0;0;8;80,9248554913295;0;85,4166666666667;23168,6
"01046";24,0274598404304;2,016;91,8;13,5802469135802;16;78,4029038112523;5,86780120962448;82,1428571428571;21448,8
"01047";31,6306483300589;3,259;4,9;12,1739130434783;14;77,1822358346095;4,95049504950495;86,002886002886;25555,3
"01049";38,5070214338507;2,862;1,3;10,4225352112676;4;71,9571045576407;6,89655172413793;83,8289962825279;24862
"01050";23,3333333333333;2,062;0;4,34782608695652;24;75,3768844221105;11,2582781456954;78,9473684210526;19351
"01051";45,7142857142857;0,417;46,7;100;27;68;4,49438202247191;77,5510204081633;NA
"01052";50;3,459;32;12,5;5;74,6268656716418;2,49010277926016;85,7142857142857;25812,7
"01053";14,4221249982112;4,04;81,7;22,6007830324156;4;56,8861674730419;10,7700338294058;72,9850620305511;18165,7
"01054";44,0619973685843;1,838;64,3;7,6754317988109;5;77,5755327517446;2,83982357242257;88,7810140237325;24406,1
"01056";42,7586207850345;0,711;95,5;9,5238095238095;23;73,3333333333333;12,3045190176475;81,7275747508306;20848,9
"01057";9,5833333333333;2,531;91,1;16,0714285714286;18;72,782874617737;5,5793991416309;83,5897435897436;20352,4
"01058";23,7237237237237;1,434;0,7;18,6813186813187;11;64,5669291338583;8,7378640776699;80,5466237942122;20417,5
"01059";32,7272726858943;1,664;0;14,2857142857143;22;89,8305084745763;1,85248130523453;84,2105263157895;20038
"01060";20,0000000805009;1,069;57,8;10,9090909090909;12;73,1788079470199;13,1810535490436;82,3809523809524;22522,5
"01061";29,7087378640777;3,652;34,9;16,8141592920354;7;67,8191489361702;5,65656565656566;86,7058823529412;22872,6
"01062";36,5290384627293;1,914;1;4,52190005321664;8;75,6481949093775;3,67156960467351;87,012987012987;26497
"01063";13,2075471698113;3,096;67,8;9,52380952380952;8;69,4352159468439;6,21360692811312;83,9237057220708;22333,8
"01064";29,9376299376299;2,329;98,1;25,4385964912281;18;69,9708454810496;7,66129032258065;79,1208791208791;20574,7
"01065";11,4084651126968;2,835;41,1;4,24065254442746;17;73,8600851756606;4,4715839580434;86,4905660377358;23503,5
"01066";52;0,615;0;16,6666666666667;20;50;2,17391304347826;73,1707317073171;NA
"01067";10,1449274822128;1,89;0;10,3448275862069;16;75,2808988764045;4,6576849076387;74,8768472906404;21795,2
"01068";33,75;1,754;11,4;14,2857142857143;23;69,8237885462555;16,5116279069767;78,727634194831;20087
"01069";12,3364646784311;3,5;92,2;11,4177637732749;14;73,7889150510584;4,5102008324425;87,5231053604436;22859,4
"01071";62,8824476114573;3,394;91,4;11,3095238095238;4;74,6674727932285;4,67126823097014;81,662114709325;36747,3
"01072";12,5212679423995;3,383;60,8;14,8644948543767;10;73,7414778590799;6,5960163432617;81,9767441860465;22744,7
"01073";26,2378508712261;4,979;41,2;10,2732137338899;7;70,0750442865038;4,66882810726486;81,510710259301;21623,3
"01074";42,0604916268787;2,991;51,6;16,6666666666666;15;73,8705302251997;5,49244752253892;80,298120544394;20860
"01075";27,5272161741835;2,612;85;13,8888888888889;16;74,5901639344262;5,38922155688623;83,7837837837838;22692,3
"01076";47,8260869616077;1,366;0;62,5;16;61,3333333333333;18,6254443606592;79,5081967213115;20184
"01077";43,7500000190207;0,606;0;12,5;26;68,1034482758621;13,838432122371;83,3333333333333;21004
"01078";66,6134185303514;2,011;95,1;13,6752136752137;17;71,6279069767442;9,73724884080371;75,8043758043758;40368,9
"01079";16,6431898675363;2,498;70,9;9,70271156168683;15;69,1546506859952;11,4355231153259;78,2374100719424;20704
"01080";19,5205478232996;1,339;30,875;19,1489361702128;6;75,6544502617801;8,69622564679231;83,4990059642147;20582,3
"01081";36,3697534210623;1,387;35,9;20,7059717647251;19;73,062439102554;9,20516512042876;85,0393700787402;22851,5
"01082";58,163714333911;0,649;93,3;7,16650995570807;13;74,5491247726184;10,4484267481206;80,0518134715026;23515,2
"01083";43,2071269967518;2,402;97,9;13,5416666666667;11;76,1092150170648;4,80358558135892;84,0773809523809;22493,8
"01084";43,048128342246;2,152;0;7,57575757575758;12;73,3598409542743;8,45070422535211;81,6188870151771;20740,5
"01085";60,5405405130886;3,659;7,4;17,2413793103448;10;76,25;7,86420490062575;83,1615120274914;21737,6
"01087";19,327731092437;0,617;46,4;7,14285714285714;15;68,2080924855491;10,4168124344045;84,4339622641509;23723,2
"01088";37,7310883675327;2,395;0,5;9,48836770957141;7;73,7351233693008;2,20728521530369;88,663967611336;25472,9
"01089";25,0233756358896;5,32;85,7;13,1112490603172;8;72,0752541006693;5,49579963885482;83,5654596100279;21980,9
"01090";39,6923072572218;2,019;0;16,5792581828021;20;74,7201615676251;2,65920791276505;86,1660079051383;21576,1
"01091";44,3441637306282;2,752;90,9;15,4855643044619;9;71,0786420283627;6,79899966705295;78,719646799117;25464
"01092";36,9884248377876;3,691;38,5;8,61243810543301;14;73,6262706909968;6,27113183157417;83,180682764363;22610,8
"01093";39,56125480487;2,048;16,9;12,1921464985386;2;68,9514817096946;8,3258942338576;77,8824200913242;20684,6
"01094";37,6196552534267;2,22;95,4;20,2933790619498;21;71,0976615002854;12,032334645551;77,0758122743682;20638,8
"01095";16,6250919405084;4,067;36,3809523809524;14,0664324471117;15;66,6321919670012;11,3929760201536;82,2695035460993;20059,1
"01096";9,9740867561127;2,399;44,4;9,76774411923941;16;76,3970424855465;6,89048411590985;84,0696117804551;21255,6
"01097";29,4117646781331;2,871;0;4,76190476190474;12;68,2432432432432;9,46159414900865;81,4814814814815;21069,8
"01098";23,3122721697331;7,633;31,1790566037736;15,968542916778;8;67,2320976758038;5,05853447087363;81,4713896457765;19973,3
"01099";31,1258278145695;3,855;94,8;12;8;74,974974974975;4,73457675753228;84,3434343434343;23765,4
"01100";38,8888888888889;2,184;89,6;10;15;60,9195402298851;17,1378350666472;81,8840579710145;20115
"01101";14,4578313253012;1,125;0;0;16;74,5454545454545;6,66666666666667;81,3793103448276;22030,6
